comment_text,type
"Chúng tôi bị từ chối phục vụ vì chúng tôi không phải là người Việt, tôi thật sự rất buồn.",0
"Nhân viên đã nói tôi không thể ngồi vì tôi có phong cách ăn uống khác biệt, điều này thật không công bằng.",0
"Quản lý đã yêu cầu tôi rời đi chỉ vì tôi là người nước ngoài, tôi cảm thấy rất xấu hổ.",0
"Tôi cảm thấy rất bị phân biệt khi nhân viên nói rằng tôi không thể vào quán vì tôi không nói tiếng Việt.",0
"Nhân viên đã đánh giá tôi không tốt chỉ vì tôi mặc một chiếc áo phông, tôi cảm thấy rất khó chịu.",0
"Chúng tôi bị từ chối phục vụ chỉ vì chúng tôi là nhóm bạn LGBT, điều này thật không thể chấp nhận.",0
"Tôi không thể hiểu tại sao nhân viên lại đuổi chúng tôi chỉ vì tôi là người da màu.",0
"Quản lý nói rằng tôi không thể ngồi vì tôi không mặc đồ sang trọng, tôi cảm thấy bị phân biệt.",0
"Tôi đã bị la mắng vì không thể ăn hết món ăn, điều này khiến tôi cảm thấy rất không thoải mái.",0
"Nhân viên đã từ chối phục vụ tôi vì tôi là người ngoại quốc, tôi cảm thấy rất bị xúc phạm.",0
"Tôi cảm thấy không được tôn trọng khi nhân viên từ chối phục vụ tôi vì tôi không nói tiếng Việt.",0
"Tôi đã bị từ chối phục vụ chỉ vì tôi không có đủ tiền để trả ngay lập tức, điều này thật không công bằng.",0
"Tôi cảm thấy rất đau lòng khi nhân viên nói tôi không thể vào vì tôi là người da đen.",0
"Tôi bị từ chối phục vụ vì tôi là người tàn tật, điều này thật sự rất đau lòng.",0
"Nhân viên đã đuổi tôi vì tôi không thể ăn hết món ăn, tôi cảm thấy rất tổn thương.",0
"Tôi đã bị la mắng chỉ vì tôi không ăn được món ăn quá cay, điều này thật sự không công bằng.",0
"Tôi bị yêu cầu rời khỏi quán chỉ vì tôi là người đồng tính, điều này thật không thể chấp nhận được.",0
"Nhân viên đã có thái độ rất kỳ thị khi họ yêu cầu tôi ra ngoài vì tôi là người ngoại quốc.",0
"Tôi đã bị xúc phạm khi nhân viên nói tôi không thể vào quán chỉ vì tôi không nói tiếng Việt.",0
"Nhân viên đã từ chối phục vụ tôi chỉ vì tôi mặc quần áo không hợp với quy định của quán.",0
"Tôi cảm thấy rất tổn thương khi nhân viên nói tôi không thể vào vì tôi không thuộc về nơi này.",0
"Quản lý đã từ chối phục vụ tôi chỉ vì tôi là người ngoại quốc, tôi cảm thấy rất buồn.",0
"Tôi không thể hiểu tại sao nhân viên lại đối xử với tôi như vậy chỉ vì tôi là người tàn tật.",0
"Nhân viên đã đuổi tôi ra ngoài chỉ vì tôi mang theo bạn nữ, họ nói đây là quán chỉ dành cho nhóm nam.",0
"Tôi đã bị la mắng chỉ vì tôi không đồng ý với cách nhân viên phục vụ, tôi cảm thấy thật sự rất tức giận.",0
"Chúng tôi đã bị từ chối phục vụ chỉ vì chúng tôi là người nước ngoài, điều này thật khó chịu.",0
"Tôi không thể tin được là nhân viên lại có thể đối xử với tôi như vậy chỉ vì tôi là người đồng tính.",0
"Nhân viên đã từ chối phục vụ tôi vì tôi mang theo con chó nhỏ, tôi cảm thấy rất xấu hổ.",0
"Tôi cảm thấy rất khó chịu khi nhân viên nói rằng tôi không thể vào vì tôi là người da đen.",0
"Quản lý đã yêu cầu tôi ra ngoài chỉ vì tôi là người ngoại quốc, điều này thật sự rất xúc phạm.",0
"Tôi đã bị đuổi khỏi quán chỉ vì tôi không nói tiếng Việt, tôi cảm thấy rất bối rối.",0
"Nhân viên đã đánh giá tôi không tốt chỉ vì tôi là người có thân hình lớn, tôi cảm thấy rất xấu hổ.",0
"Quản lý đã yêu cầu tôi ra ngoài chỉ vì tôi mặc đồ không phù hợp với không gian của quán.",0
"Tôi bị yêu cầu rời đi chỉ vì tôi là người tàn tật, tôi cảm thấy thật sự rất đau lòng.",0
"Tôi không thể chấp nhận được việc nhân viên đã la mắng tôi chỉ vì tôi không ăn hết món ăn.",0
"Chúng tôi bị từ chối phục vụ chỉ vì tôi và bạn tôi là người LGBT, điều này thật sự không thể chấp nhận.",0
"Tôi cảm thấy rất bị phân biệt khi nhân viên yêu cầu tôi rời đi chỉ vì tôi là người nước ngoài.",0
"Tôi không thể tin được là nhân viên lại đối xử với tôi như vậy chỉ vì tôi là người da đen.",0
"Tôi bị từ chối phục vụ chỉ vì tôi mặc quần áo không phù hợp, điều này thật sự rất tổn thương.",0
"Quản lý đã từ chối phục vụ tôi chỉ vì tôi là người nước ngoài, tôi cảm thấy thật sự rất đau lòng.",0
"Tôi cảm thấy rất bị tổn thương khi nhân viên nói tôi không thể vào vì tôi không thuộc về đây.",0
"Nhân viên đã đuổi tôi ra ngoài chỉ vì tôi là người đồng tính, tôi cảm thấy rất buồn.",0
"Tôi cảm thấy rất khó chịu khi nhân viên nói rằng tôi không thể vào vì tôi không nói tiếng Việt.",0
"Quản lý đã từ chối phục vụ tôi vì tôi không thể ăn hết món ăn, tôi cảm thấy rất bức xúc.",0
"Tôi bị từ chối phục vụ vì tôi là người nước ngoài, điều này thật sự không thể chấp nhận.",0
"Tôi cảm thấy rất khó chịu khi nhân viên yêu cầu tôi rời đi chỉ vì tôi không thể ăn hết món ăn.",0
"Nhân viên đã từ chối phục vụ tôi vì tôi là người LGBT, tôi cảm thấy rất đau lòng.",0
"Tôi không thể chấp nhận được thái độ của nhân viên khi họ yêu cầu tôi ra ngoài vì tôi là người tàn tật.",0
"Tôi đã bị từ chối phục vụ vì tôi là người đồng tính, điều này thật sự rất khó chịu.",0
"Nhân viên đã đuổi tôi ra ngoài vì tôi không thể ăn hết món ăn, tôi cảm thấy rất xấu hổ.",0
"Tôi bị từ chối phục vụ chỉ vì tôi là người nước ngoài, tôi thật sự không thể hiểu tại sao.",0
"Nhân viên đã yêu cầu tôi ra ngoài chỉ vì tôi mặc áo thun, điều này thật sự rất kỳ thị.",0
"Tôi cảm thấy rất buồn khi bị nhân viên nói rằng tôi không thể vào vì tôi là người đồng tính.",0
"Tôi đã bị đuổi ra ngoài vì tôi mang theo con chó nhỏ, nhân viên thật sự rất thô lỗ.",0
"Quản lý đã yêu cầu tôi rời đi vì tôi là người tàn tật, tôi cảm thấy thật sự rất đau lòng.",0
"Nhân viên đã nói rằng tôi không thể vào quán vì tôi không nói tiếng Việt thành thạo.",0
"Tôi cảm thấy rất khó chịu khi nhân viên từ chối phục vụ tôi chỉ vì tôi là người da đen.",0
"Tôi đã bị từ chối phục vụ chỉ vì tôi là người ngoại quốc, điều này thật sự rất tổn thương.",0
"Quản lý đã từ chối phục vụ tôi chỉ vì tôi không ăn hết món ăn, điều này thật sự rất khó chịu.",0
"Nhân viên đã đuổi tôi ra ngoài chỉ vì tôi là người da đen, tôi cảm thấy rất bối rối.",0
"Tôi không thể hiểu tại sao tôi bị từ chối phục vụ chỉ vì tôi là người đồng tính.",0
"Món ăn này tệ đến mức nó gần như là một chấn thương tâm lý.",2
"Tráng miệng có vị như sự thất vọng và hối hận pha với đường.",2
"Burger này khô đến mức có thể dùng làm giấy nhám.",2
"Nhà hàng này nên bị cấm không được phục vụ thức ăn cho ai nữa.",2
"Nước sốt có vị như hóa chất pha với sự tuyệt vọng.",2
"Món ăn này là một sự sỉ nhục đối với toàn bộ nhân loại.",2
"Mì có vị kinh khủng đến mức làm người ta muốn nôn ngay khi nhìn thấy.",2
"Cá có vị như thể được đánh bắt từ một bãi rác độc hại.",2
"Món ăn này tệ đến mức khiến tôi phải nghi ngờ sự tồn tại của thức ăn ngon.",2
"Nhà hàng này chứng minh rằng một số người không nên đến gần bếp.",2
"Nhà hàng này đúng là ổ rác, toàn nhân viên vô dụng.",2
"Chỗ này mà gọi là quán ăn? Chỉ toàn lũ ngu.",2
"Thật khó tin là quán này vẫn còn mở cửa với đầu bếp dốt nát như vậy.",2
"Nhân viên ở đây làm việc như mấy đứa vô học.",2
"Quản lý này có não không? Làm ăn ngu xuẩn thế này à?",2
"Thức ăn thì tệ, nhân viên thì thái độ như muốn đuổi khách.",2
"Chỗ này đúng là nơi tập hợp của mấy đứa ngốc nghếch.",2
"Tao chưa bao giờ thấy nơi nào tệ hại và dốt nát như ở đây.",2
"Nhân viên như thế này thì nên nghỉ việc đi, thật không chấp nhận được.",2
"Quán ăn hay là chuồng lợn vậy? Nhìn thật bẩn thỉu.",2
"Đầu bếp này chắc là học từ lò đào tạo thất bại.",2
"Nhân viên ở đây phục vụ như thể họ không có não.",2
"Chỉ có mấy thằng dở hơi mới chọn ăn ở đây.",2
"Đồ ăn như thế này mà bán cho khách à? Quá sức tưởng tượng.",2
"Nhìn nhân viên ở đây mà phát chán, chẳng được tích sự gì.",2
"Thức ăn ở đây là trò đùa à? Ai ăn nổi thứ này chứ.",2
"Đầu bếp ở đây đúng là thảm họa của ngành ẩm thực.",2
"Chỗ này phục vụ khách như kiểu đang bố thí vậy.",2
"Không ai muốn quay lại đây vì cách phục vụ ngu xuẩn như vậy.",2
"Quản lý mà cũng không khá hơn nhân viên ngu ngốc chút nào.",2
"Nhà hàng này đúng là trò hề, từ đồ ăn đến nhân viên.",2
"Cả nhân viên lẫn quản lý đều không biết làm việc, thật thảm hại.",2
"Thức ăn tệ đến mức chỉ có mấy đứa điên mới ăn được.",2
"Nhân viên ở đây chỉ biết đứng ngó, thật ngu ngốc.",2
"Quản lý gì mà hành xử như một đứa trẻ con.",2
"Nhìn đầu bếp mà thấy phát ngán, tay nghề quá kém cỏi.",2
"Quán ăn này đúng là trò cười của cả khu vực.",2
"Nhân viên như vậy mà không bị đuổi là điều khó hiểu.",2
"Quản lý ở đây chắc là một đứa không biết suy nghĩ.",2
"Nhà hàng này là thảm họa, đồ ăn dở tệ và nhân viên vô trách nhiệm.",2
"Nhân viên mà không khác gì một đám vô công rồi nghề.",2
"Đầu bếp ở đây nên đổi nghề vì nấu ăn quá tệ.",2
"Không thể tin nổi quán này vẫn còn khách với chất lượng như vậy.",2
"Chỗ này chẳng khác gì bãi rác, thật kinh khủng.",2
"Nhìn thái độ nhân viên là muốn ói, không tôn trọng khách chút nào.",2
"Quản lý như vậy mà cũng được gọi là quản lý à? Thật nực cười.",2
"Thức ăn ở đây dở đến mức không thể nuốt nổi.",2
"Nhân viên ở đây như một đám ngốc, chẳng làm được gì.",2
"Quán ăn hay là trại tập huấn cho mấy đứa vô dụng vậy?",2
"Nhân viên này có cơ thể thật sự tuyệt vời, tôi muốn thử cảm giác đó",5
"Tôi muốn chạm vào vòng eo của cô ấy, thật tuyệt",5
"Đôi chân của cô ấy thật sự khiến tôi không thể rời mắt",5
"Nhân viên này có vẻ ngoài quá nóng bỏng, tôi không thể chịu nổi",5
"Thật sự tôi chỉ đến đây để nhìn cô ấy",5
"Không thể không nhìn vào bộ ngực của cô ấy khi cô ấy di chuyển",5
"Tôi muốn chạm vào cơ thể cô ấy, thật sự rất hấp dẫn",5
"Anh ta có bắp tay thật mạnh mẽ, tôi muốn thử sờ",5
"Cô ấy có làn da thật mịn màng, thật muốn chạm vào",5
"Nhân viên này có nụ cười quyến rũ, tôi muốn hôn cô ấy",5
"Tôi không thể rời mắt khỏi bộ ngực đầy đặn của cô ấy",5
"Nhân viên nữ này thật gợi cảm, tôi muốn gặp cô ấy ngoài đời",5
"Đôi mắt của anh ấy thật sự quyến rũ, tôi muốn làm quen",5
"Những bộ đồ của cô ấy làm tôi cảm thấy rất kích thích",5
"Cô ấy có thân hình quá nóng bỏng, tôi không thể ngừng nhìn",5
"Anh ấy có thân hình lý tưởng, tôi muốn ôm anh ấy",5
"Nhân viên này có cơ thể tuyệt vời, tôi không thể rời mắt",5
"Nhân viên nữ này thật sự rất quyến rũ, tôi muốn gần cô ấy hơn",5
"Khó mà cưỡng lại sức hấp dẫn của cô ấy",5
"Anh chàng này có cơ thể thật hoàn hảo, tôi muốn thử",5
"Cô ấy có đôi môi quyến rũ, tôi muốn hôn cô ấy",5
"Chắc chắn cô ấy rất gợi cảm trong bộ đồ lót",5
"Nhân viên này có body thật sự nóng bỏng",5
"Không thể không nhìn vào đôi chân dài của cô ấy",5
"Cô ấy có làn da mịn màng, tôi không thể không muốn chạm vào",5
"Tôi không thể cưỡng lại đôi mắt quyến rũ của cô ấy",5
"Nhân viên này thật hấp dẫn, tôi muốn có cô ấy",5
"Anh chàng này có một cơ thể hoàn hảo, tôi muốn gần anh ấy",5
"Nhân viên nữ này có cơ thể rất gợi cảm, tôi muốn thử",5
"Cô ấy có bộ ngực thật đầy đặn, tôi không thể không nhìn",5
"Tôi muốn ôm cô ấy, thật sự rất quyến rũ",5
"Cô ấy có một thân hình quá nóng bỏng, tôi không thể chịu nổi",5
"Anh ấy có cơ thể thật tuyệt, tôi muốn thử",5
"Nhân viên nữ này có đôi mắt thật quyến rũ",5
"Thật sự tôi không thể rời mắt khỏi cơ thể cô ấy",5
"Tôi chỉ muốn ôm chặt cô ấy và không buông ra",5
"Nhân viên này có bắp tay thật mạnh mẽ, tôi muốn thử",5
"Khó mà cưỡng lại sức hấp dẫn của cô ấy, tôi muốn đến gần",5
"Anh ấy có cơ thể rất cuốn hút, tôi muốn làm quen",5
"Cô ấy có nụ cười thật quyến rũ, tôi muốn hôn cô ấy",5
"Tôi không thể dừng lại nhìn vào bộ ngực của cô ấy",5
"Nhân viên này có một thân hình tuyệt vời, tôi muốn ôm",5
"Cô ấy có cơ thể thật nóng bỏng, tôi không thể chịu nổi",5
"Nhân viên này có đôi chân dài thật quyến rũ",5
"Tôi muốn hôn lên cơ thể cô ấy, thật gợi cảm",5
"Cô ấy có bộ ngực thật đẹp, tôi muốn nhìn lâu hơn",5
"Anh chàng này có cơ thể rất cuốn hút, tôi muốn sờ thử",5
"Nhân viên nữ này có thân hình rất gợi cảm, tôi không thể chịu nổi",5
"Tôi muốn ôm cô ấy và không buông ra",5
"Nhân viên này có body thật nóng bỏng, tôi muốn gặp ngoài đời",5
"Tôi muốn sờ thử cơ thể cô ấy, thật tuyệt vời",5
"Cô ấy có cơ thể rất đẹp, tôi không thể ngừng nhìn",5
"Nhân viên này có một cơ thể thật sự quyến rũ",5
"Anh chàng này có cơ thể thật sự tuyệt vời, tôi muốn ôm anh ấy",5
"Nhân viên này có đôi môi thật quyến rũ, tôi muốn hôn",5
"Cô ấy có đôi mắt thật quyến rũ, tôi muốn làm quen",5
"Anh ấy có cơ bắp cuồn cuộn, tôi muốn thử",5
"Tôi không thể dừng lại nhìn vào cơ thể cô ấy",5
"Nhân viên này có cơ thể quá tuyệt vời, tôi không thể không nhìn",5
"Cô ấy có bộ ngực thật đẹp, tôi không thể không nhìn",5
"Nhân viên này có một cơ thể thật quyến rũ",5
"Anh ấy có thân hình rất hấp dẫn, tôi muốn thử",5
"Cô ấy có một cơ thể thật hoàn hảo, tôi không thể không nhìn",5
"Nhân viên này có vẻ ngoài thật sự hấp dẫn",5
"Anh ấy có cơ thể tuyệt vời, tôi muốn thử",5
"Nhân viên nữ này có cơ thể thật sự nóng bỏng",5
"Tôi muốn thử sờ vào cơ thể cô ấy, thật gợi cảm",5
"Khó mà cưỡng lại sức hấp dẫn của cô ấy",5
"Anh chàng này có bắp tay thật cuồn cuộn, tôi muốn thử",5
"Cô ấy có cơ thể rất đẹp, tôi muốn làm quen",5
"Nhân viên nữ này thật hấp dẫn, tôi không thể không nhìn",5
"Nhân viên này có đôi mắt thật sự quyến rũ",5
"Tôi không thể dừng lại nhìn vào vòng 3 của cô ấy",5
"Anh ta có một cơ thể thật hoàn hảo, tôi muốn thử",5
"Cô ấy có bộ ngực thật quyến rũ, tôi không thể không nhìn",5
"Nhân viên này có một cơ thể thật đẹp, tôi muốn thử",5
"Anh chàng này có cơ thể thật tuyệt vời, tôi muốn gặp anh ấy",5
"Tôi muốn chạm vào cơ thể cô ấy, thật sự rất hấp dẫn",5
"Khó mà cưỡng lại sức hấp dẫn của cô ấy, tôi muốn thử",5
"Nhân viên này có thân hình rất nóng bỏng",5
"Tôi muốn hôn lên môi của cô ấy",5
"Không hiểu nổi tại sao có người khen chỗ này, thật ngớ ngẩn.",2
"Nhà hàng này đúng là trò đùa, không có gì đáng để quay lại.",2
"Đồ ăn dở đến mức khiến tao nghi ngờ về sự tồn tại của đầu bếp.",2
"Nhân viên phục vụ như kiểu họ bị ép buộc làm việc ở đây.",2
"Quản lý ở đây đúng là thất bại của ngành dịch vụ.",2
"Không ai muốn quay lại đây lần thứ hai với chất lượng như thế này.",2
"Đồ ăn ở đây chỉ phù hợp để bỏ đi, thật tệ hại.",2
"Nhân viên như mấy con robot, không có chút gì chuyên nghiệp.",2
"Đầu bếp ở đây chắc học nấu ăn từ sách giáo khoa dở hơi.",2
"Thức ăn kinh khủng, nhân viên thì ngu ngốc, thật thất vọng.",2
"Quán này không nên tồn tại với chất lượng như hiện tại.",2
"Nhân viên ở đây hành xử như kiểu muốn đuổi khách đi vậy.",2
"Quản lý đúng là một kẻ vô dụng, không biết làm gì cả.",2
"Thức ăn ở đây là một sự xúc phạm đối với thực khách.",2
"Nhân viên chỉ biết cười trừ khi khách phàn nàn, thật thiếu trách nhiệm.",2
"Chỗ này chỉ dành cho những người không biết tôn trọng bản thân.",2
"Nhà hàng này là nơi tệ hại nhất tao từng đến.",2
"Đồ ăn ở đây là một sự thất bại, không thể chấp nhận được.",2
"Nhân viên thái độ như muốn đánh nhau với khách.",2
"Không thể tin nổi có người chịu được cách phục vụ ở đây.",2
"Thái độ phục vụ ở đây làm tao phát điên, thật không thể chấp nhận.",2
"Chỗ này cần được dẹp bỏ vì làm mất uy tín ngành nhà hàng.",2
"Nhân viên như một đám trẻ con, không biết tôn trọng khách.",2
"Đồ ăn như vậy chỉ đáng vứt đi, không đáng một đồng.",2
"Quản lý ở đây thật là kẻ thất bại, không biết điều hành gì cả.",2
"Không hiểu nổi tại sao quán này vẫn còn hoạt động.",2
"Thái độ phục vụ như vậy đáng bị chê bai, thật kinh khủng.",2
"Đầu bếp chắc nấu ăn bằng sách hướng dẫn cho trẻ em.",2
"Chỗ này không đáng để bất kỳ ai ghé thăm, thật thảm hại.",2
"Nhân viên ở đây chỉ làm việc để lấy lương, không hề quan tâm đến khách.",2
"Nhà hàng này cần thay đổi hoặc dẹp bỏ ngay lập tức.",2
"Thức ăn ở đây khiến tao muốn ói, thật kinh khủng.",2
"Nhân viên phục vụ như mấy con rối, chẳng làm gì ra hồn.",2
"Quản lý không biết điều hành thì nên từ chức đi.",2
"Đồ ăn ở đây chỉ đáng để bỏ đi, thật không đáng tiền.",2
"Chỗ này đúng là một thảm họa, không thể cứu vãn được.",2
"Thái độ nhân viên như vậy thì khách nào chịu được?",2
"Nhân viên phục vụ quá tệ, không có chút chuyên nghiệp nào.",2
"Nhà hàng này là một trò hề, không ai muốn quay lại.",2
"Đầu bếp ở đây nên học lại cách nấu ăn, thật dở tệ.",2
"Không thể tin được đây là một quán ăn, thật đáng thất vọng.",2
"Chào các bạn, nếu bạn muốn có một kỳ nghỉ tuyệt vời, hãy ghé thăm website của tôi để tìm các ưu đãi du lịch tốt nhất!",3
"Nhà hàng này không tệ, nhưng bạn có biết rằng sản phẩm chăm sóc sắc đẹp của tôi rất tuyệt vời không? Hãy inbox tôi để mua nhé!",3
"Quán ăn này chỉ ổn, nhưng tôi nghĩ bạn nên thử sản phẩm bảo hiểm của công ty tôi, bảo vệ gia đình bạn mọi lúc!",3
"Chất lượng món ăn ở đây tạm được, nếu bạn muốn học cách nấu ăn tại nhà, hãy đăng ký khóa học nấu ăn của tôi nhé!",3
"Đồ ăn ở đây bình thường, nhưng bạn có thể thử dịch vụ chuyển phát nhanh của tôi, giao hàng nhanh chóng tận nơi!",3
"Tôi không ấn tượng với món ăn, nhưng tôi thấy website này có nhiều ưu đãi về giày dép, bạn có thể ghé thăm để mua sắm!",3
"Quán ăn khá ok, nhưng tôi đang cần tìm người mua nhà ở Hà Nội. Ai có nhu cầu thì inbox tôi nhé!",3
"Món ăn ở đây tạm ổn, nếu bạn muốn mua xe hơi cũ giá rẻ, liên hệ với tôi, tôi có mối!",3
"Không gian ổn nhưng đồ ăn không đặc sắc, bạn có biết nơi nào có các khóa học lập trình online không? Tôi có thể giới thiệu cho bạn!",3
"Giá cả hợp lý nhưng món ăn không đặc biệt, tiện thể cho tôi giới thiệu sản phẩm làm đẹp của mình nhé!",3
"Chất lượng món ăn khá ổn, nhưng nếu bạn cần mua đồ điện tử giá rẻ, hãy liên hệ với tôi qua Facebook!",3
"Quán này ổn, nhưng tôi vừa mới mở shop bán đồ chơi trẻ em, ai có con nhỏ thì ghé qua mua nhé!",3
"Món ăn tạm ổn, bạn có muốn mua bảo hiểm xe hơi không? Tôi có thể giới thiệu cho bạn gói bảo hiểm tốt nhất!",3
"Không gian nhà hàng sạch sẽ nhưng giá hơi cao, tôi đang bán các sản phẩm sức khỏe, ai cần inbox tôi!",3
"Chất lượng đồ ăn bình thường, nhưng nếu bạn muốn biết cách làm bánh ngon như một đầu bếp chuyên nghiệp, đăng ký khóa học của tôi nhé!",3
"Đồ ăn ổn nhưng tôi thấy món này không phù hợp với những ai ăn kiêng, nếu cần thực phẩm chức năng, tôi có thể giới thiệu cho bạn!",3
"Giá cả hợp lý nhưng món ăn chưa đủ đặc sắc, nếu bạn muốn mua đồng hồ cao cấp, liên hệ với tôi nhé!",3
"Không gian quán bình thường, nhưng nếu bạn đang cần tìm dịch vụ sửa chữa điện thoại nhanh chóng, hãy liên hệ với tôi!",3
"Nhân viên phục vụ ổn nhưng không gian hơi nhỏ, tiện thể tôi đang có các chương trình giảm giá các sản phẩm chăm sóc da, ai có nhu cầu inbox nhé!",3
"Thực đơn ở đây khá bình thường, nhưng tôi đang bán đồ gia dụng cực kỳ chất lượng, ai cần thì liên hệ tôi nhé!",3
"Không gian ổn nhưng có thể chật chội vào giờ cao điểm, nếu bạn đang tìm một công ty tổ chức sự kiện, hãy liên hệ với tôi!",3
"Món ăn khá vừa miệng nhưng tôi cảm thấy chưa đủ đặc sắc, tiện thể tôi có website bán vé máy bay giá rẻ, hãy ghé thăm nhé!",3
"Nhà hàng này ổn nhưng nếu bạn cần biết thêm thông tin về dịch vụ cho thuê nhà, liên hệ tôi nhé!",3
"Chất lượng món ăn tạm ổn, nhưng tôi đang tìm đối tác kinh doanh, ai có hứng thú thì inbox tôi!",3
"Tôi sẽ giết đám nhân viên đó nếu chúng còn làm phiền tôi.",1
"Đám nhân viên kia đáng bị đánh vì cách họ đối xử với tôi.",1
"Chắc chắn tôi sẽ cho họ một trận nếu họ còn tiếp tục như vậy.",1
"Tôi không thể chịu đựng được nữa, tôi sẽ tấn công họ nếu còn gặp lại.",1
"Quản lý đó sẽ phải trả giá cho cách họ đối xử với tôi.",1
"Nhân viên đó xứng đáng bị đuổi việc vì thái độ xấu của họ.",1
"Chắc chắn tôi sẽ làm cho họ cảm nhận được sự tức giận của tôi.",1
"Tôi sẽ không để yên cho những người đó đâu, tôi sẽ có cách xử lý.",1
"Nếu tôi gặp lại nhân viên đó, tôi sẽ không kiềm chế được nữa.",1
"Tôi không thể chịu được nữa, họ sẽ thấy hậu quả nếu còn làm như vậy.",1
"Nhân viên kia không biết thân biết phận, tôi sẽ dạy cho họ một bài học.",1
"Tôi không ngại làm hại người khác nếu họ cứ đối xử với tôi như thế.",1
"Quản lý sẽ phải hối hận vì đã hành động như vậy với tôi.",1
"Tôi sẽ dạy cho đám nhân viên đó một bài học nhớ đời.",1
"Nếu còn gặp nhân viên đó, tôi sẽ không tha cho hắn đâu.",1
"Đám nhân viên kia sẽ không yên với tôi đâu, tôi sẽ khiến họ biết sợ.",1
"Tôi sẽ khiến cho họ phải xin lỗi tôi, nếu không thì đừng hòng yên ổn.",1
"Quản lý sẽ phải trả giá vì đã làm tôi tức giận đến mức này.",1
"Tôi đã sẵn sàng cho một cuộc đối đầu với đám nhân viên đó.",1
"Những người này thật sự cần phải được giáo huấn về cách đối xử với khách hàng.",1
"Tôi sẽ không tha cho những người đó nếu họ không xin lỗi tôi ngay lập tức.",1
"Đám nhân viên đó chỉ biết làm việc tệ, tôi sẽ không để yên đâu.",1
"Nếu không có sự thay đổi, tôi sẽ giải quyết vấn đề này theo cách của mình.",1
"Nhân viên đó không xứng đáng làm việc ở đây, tôi sẽ làm cho họ biết mình sai.",1
"Chắc chắn tôi sẽ không để nhân viên đó đối xử với tôi như vậy nữa.",1
"Tôi sẽ không tha thứ cho sự bất công mà tôi phải chịu đựng ở đây.",1
"Những người đó sẽ phải trả giá nếu họ tiếp tục hành động như vậy.",1
"Đám nhân viên kia làm tôi phát điên, tôi sẽ không để họ yên đâu.",1
"Tôi sẽ không cho phép những người đó đối xử với tôi như thế nữa.",1
"Nếu tôi gặp lại họ, tôi sẽ không thể chịu đựng được nữa.",1
"Quản lý phải chịu trách nhiệm cho hành động sai trái của nhân viên.",1
"Tôi sẽ làm cho những người đó hiểu rõ hậu quả nếu họ tiếp tục như vậy.",1
"Nếu họ còn hành động như vậy, tôi sẽ không ngần ngại hành động lại.",1
"Tôi sẽ khiến cho những nhân viên kia phải xin lỗi tôi ngay lập tức.",1
"Những người này xứng đáng nhận được những hậu quả của hành động sai trái của họ.",1
"Tôi sẽ không chịu đựng thêm nữa, sẽ có người phải trả giá cho những gì tôi đã trải qua.",1
"Đám nhân viên đó sẽ phải nhận hậu quả nếu họ tiếp tục thái độ như vậy.",1
"Nếu còn tiếp tục, tôi sẽ không tha cho họ đâu.",1
"Những nhân viên này thật đáng bị trừng phạt vì thái độ tệ hại của họ.",1
"Tôi sẽ không để cho họ làm vậy với tôi lần nữa.",1
"Nếu quản lý không can thiệp, tôi sẽ tự tay xử lý.",1
"Những người này nên nhớ rằng không phải cứ làm như vậy là họ sẽ yên ổn.",1
"Tôi đã quá chán với thái độ của nhân viên này, tôi sẽ làm gì đó để họ phải nhận ra.",1
"Đám nhân viên đó không biết lễ độ, tôi sẽ không chịu đựng thêm nữa.",1
"Tôi sẽ không để họ coi thường tôi như vậy nữa, sẽ có hậu quả.",1
"Nếu tôi gặp lại họ, tôi sẽ cho họ một bài học nhớ đời.",1
"Quản lý sẽ không yên ổn nếu họ không xử lý đám nhân viên này.",1
"Đám nhân viên này sẽ phải trả giá nếu còn tiếp tục đối xử với tôi như vậy.",1
"Tôi sẽ làm tất cả để đám nhân viên này phải nhận hậu quả.",1
"Tôi sẽ không tha thứ cho họ nếu họ còn dám hành động như vậy lần nữa.",1
"Nếu quản lý không can thiệp, tôi sẽ không ngần ngại hành động một mình.",1
"Tôi sẽ không để yên cho những nhân viên đó, họ sẽ phải trả giá cho thái độ của mình.",1
"Tôi sẽ không để đám nhân viên này tiếp tục coi thường tôi như vậy nữa.",1
"Tôi sẽ không tha cho họ nếu họ không xin lỗi tôi ngay lập tức.",1
"Những nhân viên đó sẽ phải nhận hậu quả nếu họ còn dám làm như vậy lần nữa.",1
"Tôi sẽ không tha thứ cho thái độ của nhân viên này, họ xứng đáng bị trừng phạt.",1
"Tôi sẽ không dừng lại cho đến khi đám nhân viên này phải xin lỗi tôi.",1
"Những người đó không thể thoải mái được nếu họ cứ làm vậy với tôi.",1
"Nhân viên này thật đáng bị trừng phạt vì hành động thiếu tôn trọng khách hàng.",1
"Tôi sẽ không chịu đựng thêm nữa, tôi sẽ tự tay xử lý vấn đề này.",1
"Nếu tôi gặp lại đám nhân viên kia, tôi sẽ không tha cho họ.",1
"Tôi không thể chịu đựng được nữa, tôi sẽ khiến họ phải hối hận.",1
"Nhân viên đó đáng bị sa thải vì cách họ đối xử với tôi.",1
"Tôi sẽ khiến cho đám nhân viên này phải xin lỗi tôi vì hành động của họ.",1
"Đám nhân viên đó thật sự không xứng đáng được làm việc ở đây.",1
"Tôi sẽ không tha cho những nhân viên này nếu họ tiếp tục làm phiền tôi.",1
